Login_Per_Bulan,Durasi_Sesi_Menit,Fitur_AI_Dipakai,Jumlah_Komplain,Status_Langganan
9,51.4,9,1,Bertahan
18,18.7,8,2,Berhenti
11,64.9,10,0,Bertahan
19,34.3,9,2,Bertahan
16,42.0,12,1,Bertahan
4,18.3,7,0,Berhenti
25,44.8,10,0,Upgrade
27,38.4,9,2,Bertahan
10,44.0,7,0,Bertahan
12,74.4,7,1,Bertahan
17,48.6,8,0,Bertahan
17,29.1,2,1,Berhenti
19,30.8,9,2,Bertahan
29,56.9,6,0,Bertahan
13,71.0,6,0,Bertahan
9,50.6,11,0,Bertahan
5,58.8,5,1,Bertahan
9,57.2,8,0,Bertahan
14,73.4,6,1,Upgrade
27,6.0,12,2,Bertahan
11,58.3,7,2,Bertahan
16,64.7,5,0,Bertahan
14,18.2,8,2,Berhenti
23,27.3,8,0,Upgrade
30,28.0,6,1,Upgrade
11,30.4,12,1,Bertahan
11,35.4,5,1,Bertahan
22,49.9,8,1,Bertahan
19,62.3,9,0,Upgrade
27,66.6,7,0,Bertahan
19,28.2,10,3,Bertahan
12,28.1,7,0,Bertahan
19,71.3,12,0,Upgrade
22,57.9,5,3,Berhenti
20,46.7,10,3,Bertahan
18,54.5,4,1,Bertahan
22,44.4,10,2,Bertahan
23,55.5,6,0,Upgrade
24,38.3,10,1,Upgrade
19,50.4,6,1,Bertahan
13,14.8,7,3,Berhenti
16,31.2,7,0,Bertahan
23,31.5,8,0,Upgrade
9,37.5,8,0,Bertahan
17,26.5,7,3,Berhenti
12,34.3,11,1,Bertahan
15,14.7,7,1,Berhenti
23,56.0,10,4,Bertahan
16,43.3,9,4,Berhenti
15,10.9,15,0,Bertahan
5,28.3,12,1,Bertahan
20,51.7,5,0,Bertahan
19,34.1,7,1,Bertahan
30,31.1,7,2,Bertahan
12,43.5,7,0,Bertahan
16,51.9,7,3,Bertahan
16,16.3,6,0,Bertahan
26,56.0,8,3,Bertahan
14,29.0,7,0,Bertahan
16,44.6,10,2,Bertahan
19,44.3,10,1,Bertahan
16,34.5,6,1,Bertahan
11,24.5,7,1,Berhenti
16,39.3,12,0,Bertahan
22,77.5,6,0,Bertahan
7,17.8,8,0,Bertahan
15,78.8,8,1,Bertahan
10,39.8,4,1,Bertahan
23,45.7,10,0,Upgrade
4,23.3,11,1,Bertahan
11,29.6,4,2,Berhenti
17,34.9,5,2,Bertahan
25,24.1,1,0,Bertahan
14,40.8,9,1,Bertahan
11,36.9,10,1,Bertahan
28,82.0,13,3,Upgrade
4,21.7,8,2,Berhenti
1,47.1,6,0,Bertahan
18,50.0,11,1,Upgrade
11,23.6,7,3,Berhenti
7,58.7,10,1,Bertahan
19,37.0,7,3,Berhenti
16,5.0,5,3,Berhenti
11,58.2,4,1,Bertahan
6,22.7,6,2,Berhenti
21,24.0,9,1,Bertahan
19,58.8,9,1,Bertahan
14,38.1,6,0,Bertahan
27,63.4,7,3,Bertahan
7,69.2,7,1,Bertahan
4,32.1,8,0,Berhenti
10,60.9,4,1,Bertahan
14,29.9,7,0,Bertahan
16,89.7,12,1,Bertahan
13,31.1,9,1,Bertahan
17,65.5,7,2,Bertahan
6,61.9,2,1,Berhenti
25,51.3,7,1,Upgrade
14,31.6,9,0,Bertahan
22,42.0,10,2,Bertahan
17,5.0,8,1,Bertahan
18,49.5,5,2,Bertahan
18,52.0,5,0,Bertahan
18,47.7,11,1,Bertahan
19,5.0,12,0,Bertahan
24,19.7,9,0,Bertahan
16,30.0,11,1,Bertahan
19,50.8,11,0,Upgrade
14,50.8,9,0,Bertahan
25,41.6,9,1,Bertahan
10,57.7,5,1,Bertahan
27,24.5,5,1,Bertahan
14,57.2,10,0,Upgrade
4,54.5,15,0,Bertahan
15,52.6,7,1,Bertahan
10,41.4,11,2,Berhenti
20,81.6,7,0,Upgrade
10,54.9,5,0,Bertahan
11,25.6,8,1,Bertahan
1,50.0,14,0,Bertahan
11,60.0,11,3,Berhenti
1,33.2,11,0,Bertahan
3,66.8,11,1,Bertahan
20,52.6,13,0,Upgrade
20,5.0,9,1,Bertahan
17,51.0,8,0,Upgrade
8,36.9,6,0,Bertahan
14,55.7,5,1,Bertahan
14,63.9,11,0,Bertahan
6,48.9,7,0,Bertahan
25,78.3,7,0,Upgrade
21,41.4,6,0,Bertahan
13,57.5,11,2,Bertahan
15,61.1,7,1,Bertahan
16,43.1,8,0,Bertahan
1,60.6,7,0,Bertahan
13,33.1,11,2,Bertahan
10,36.5,9,1,Bertahan
7,18.8,7,0,Berhenti
13,49.8,9,1,Bertahan
27,51.5,5,0,Upgrade
19,68.6,5,0,Upgrade
11,60.8,5,2,Bertahan
19,39.3,7,0,Bertahan
24,21.4,10,1,Bertahan
21,53.7,10,2,Bertahan
15,67.2,5,0,Bertahan
10,60.1,5,1,Bertahan
19,66.7,3,1,Bertahan
17,40.8,11,3,Bertahan
21,35.7,6,3,Berhenti
19,30.3,9,1,Bertahan
22,43.9,4,0,Upgrade
11,43.4,6,1,Bertahan
24,49.1,9,0,Upgrade
16,42.4,4,1,Bertahan
29,42.3,7,0,Upgrade
10,29.5,6,1,Berhenti
27,63.8,7,1,Upgrade
16,46.5,3,0,Bertahan
10,41.5,7,0,Bertahan
11,30.1,9,0,Bertahan
12,18.4,6,1,Berhenti
17,71.2,9,1,Bertahan
18,56.1,8,1,Bertahan
10,12.5,5,1,Bertahan
14,60.3,8,0,Bertahan
29,63.4,11,1,Upgrade
27,47.5,5,0,Bertahan
18,77.0,9,0,Upgrade
15,49.3,7,1,Bertahan
15,16.7,13,0,Bertahan
19,52.3,9,1,Bertahan
7,49.9,8,2,Berhenti
13,32.9,8,2,Bertahan
3,56.5,7,1,Bertahan
17,11.6,6,2,Bertahan
19,64.8,14,1,Bertahan
11,27.4,10,2,Bertahan
26,25.3,5,0,Bertahan
6,42.7,12,0,Bertahan
4,53.7,9,3,Berhenti
16,48.3,13,2,Bertahan
22,30.1,8,2,Bertahan
26,34.9,11,0,Upgrade
11,22.3,6,2,Berhenti
22,40.5,9,4,Bertahan
14,66.5,7,1,Bertahan
13,44.9,3,2,Bertahan
21,62.2,5,0,Upgrade
19,74.1,6,1,Bertahan
3,33.2,6,1,Berhenti
25,41.3,5,2,Bertahan
24,88.4,6,2,Upgrade
10,73.9,6,2,Bertahan
17,11.6,10,2,Bertahan
18,52.7,9,0,Bertahan
16,45.0,9,3,Bertahan
11,61.5,11,1,Bertahan
10,30.1,4,2,Berhenti
14,28.2,4,1,Bertahan
23,31.5,5,1,Bertahan
18,33.6,8,0,Bertahan
12,61.3,5,0,Bertahan
20,21.4,5,0,Berhenti
1,32.5,10,1,Berhenti
23,9.2,10,0,Upgrade
2,65.1,6,4,Berhenti
12,70.4,16,2,Bertahan
7,38.5,10,0,Bertahan
5,39.0,10,2,Berhenti
23,54.1,6,1,Bertahan
11,74.5,6,0,Bertahan
17,53.2,11,3,Berhenti
14,31.0,6,0,Bertahan
18,12.6,12,5,Berhenti
15,22.7,13,1,Bertahan
6,46.5,14,0,Bertahan
21,31.9,11,4,Berhenti
11,48.9,8,1,Bertahan
4,33.9,17,0,Upgrade
12,23.8,7,0,Bertahan
25,21.5,7,4,Berhenti
20,76.2,9,3,Berhenti
12,62.8,10,0,Upgrade
12,79.6,8,0,Upgrade
12,55.8,7,0,Bertahan
29,36.4,6,1,Bertahan
17,71.5,8,1,Bertahan
18,44.3,7,4,Berhenti
22,49.4,8,1,Bertahan
16,44.1,10,0,Bertahan
13,5.0,5,1,Berhenti
13,77.1,9,0,Upgrade
14,54.8,9,1,Bertahan
14,51.6,9,0,Bertahan
20,43.8,7,1,Bertahan
15,48.3,10,0,Bertahan
20,33.1,7,1,Bertahan
14,57.3,3,0,Bertahan
15,18.9,11,1,Bertahan
1,48.7,15,1,Bertahan
21,56.2,8,0,Upgrade
17,41.0,10,1,Bertahan
21,52.4,4,1,Bertahan
1,25.2,9,0,Berhenti
29,25.7,7,1,Bertahan
14,49.7,16,0,Upgrade
22,58.6,4,1,Bertahan
7,7.5,8,0,Bertahan
19,55.4,6,0,Upgrade
7,34.1,2,4,Berhenti
10,41.1,8,1,Bertahan
28,18.2,8,1,Bertahan
13,28.0,6,2,Bertahan
16,64.3,8,1,Bertahan
21,45.7,9,1,Bertahan
18,37.3,9,0,Upgrade
16,42.7,4,0,Bertahan
17,54.8,4,0,Bertahan
30,53.8,6,2,Bertahan
14,43.5,6,0,Bertahan
16,66.9,7,0,Upgrade
22,64.4,5,1,Bertahan
22,53.3,4,2,Bertahan
23,46.1,12,2,Bertahan
19,58.1,3,1,Bertahan
6,51.3,14,1,Bertahan
26,66.2,4,0,Upgrade
6,63.0,9,3,Berhenti
17,24.6,6,3,Bertahan
9,23.3,10,0,Bertahan
14,31.0,11,2,Bertahan
17,64.5,8,2,Upgrade
17,13.5,14,0,Upgrade
17,52.9,8,2,Bertahan
26,52.3,11,1,Upgrade
18,68.3,7,3,Bertahan
13,48.6,7,0,Bertahan
21,18.1,8,0,Bertahan
23,25.8,6,0,Bertahan
6,21.4,4,1,Berhenti
19,34.2,12,1,Bertahan
19,41.3,9,4,Berhenti
12,21.7,5,1,Berhenti
24,74.4,9,1,Upgrade
13,18.5,7,0,Bertahan
15,71.9,6,1,Bertahan
13,68.7,7,0,Upgrade
15,63.0,8,0,Bertahan
7,31.1,10,1,Bertahan
4,51.8,10,1,Berhenti
26,19.5,7,2,Bertahan
9,63.2,7,1,Bertahan
8,43.5,4,0,Bertahan
1,36.8,7,2,Bertahan
10,20.5,4,3,Berhenti
5,5.0,10,2,Berhenti
26,24.2,9,1,Bertahan
22,67.3,7,1,Upgrade
10,36.9,10,1,Bertahan
30,41.6,4,2,Berhenti
21,58.1,8,0,Upgrade
12,81.1,8,4,Berhenti
1,71.5,5,0,Bertahan
30,25.6,7,0,Upgrade
5,6.1,9,1,Bertahan
3,92.2,6,1,Bertahan
22,90.4,12,1,Bertahan
30,48.8,10,1,Upgrade
24,19.6,11,0,Upgrade
18,64.3,7,4,Berhenti
19,42.8,7,0,Bertahan
20,42.7,7,0,Bertahan
20,62.9,9,0,Bertahan
16,51.7,5,2,Bertahan
15,21.3,8,2,Berhenti
14,38.5,9,1,Bertahan
9,58.2,2,1,Bertahan
13,55.2,8,0,Upgrade
3,50.2,4,2,Berhenti
14,63.7,16,0,Upgrade
8,37.8,6,1,Bertahan
7,48.6,13,1,Bertahan
16,5.0,7,0,Bertahan
24,36.0,6,0,Bertahan
21,60.3,6,2,Bertahan
4,37.2,2,0,Berhenti
8,35.7,9,0,Bertahan
21,24.2,5,1,Bertahan
8,65.1,4,1,Bertahan
13,56.0,6,1,Bertahan
18,61.5,9,0,Bertahan
8,10.5,4,1,Bertahan
15,41.8,5,0,Bertahan
5,39.4,7,1,Berhenti
10,39.4,6,2,Berhenti
17,32.7,6,1,Bertahan
3,38.1,17,3,Berhenti
18,62.0,6,0,Upgrade
14,6.7,13,3,Berhenti
18,80.5,6,0,Upgrade
16,54.7,8,3,Bertahan
24,44.2,10,1,Bertahan
15,63.1,6,2,Bertahan
11,16.0,12,1,Berhenti
15,31.7,9,0,Bertahan
18,42.6,8,2,Bertahan
15,72.3,1,1,Bertahan
15,44.1,6,1,Bertahan
10,54.0,2,0,Bertahan
10,33.2,12,0,Bertahan
5,54.7,10,0,Bertahan
27,78.5,8,1,Upgrade
6,64.9,10,1,Bertahan
10,43.4,5,2,Berhenti
9,58.5,9,0,Bertahan
21,56.6,10,2,Upgrade
12,55.1,8,2,Berhenti
23,67.2,16,0,Upgrade
10,67.1,6,0,Bertahan
16,42.5,9,2,Berhenti
9,57.8,8,1,Bertahan
30,37.3,11,1,Bertahan
6,26.5,7,2,Berhenti
17,39.6,11,1,Bertahan
19,43.5,15,1,Bertahan
17,11.8,11,2,Bertahan
13,62.2,5,1,Bertahan
14,5.0,8,1,Bertahan
15,99.3,9,1,Upgrade
13,75.0,6,2,Bertahan
21,39.8,8,2,Bertahan
30,45.2,12,1,Upgrade
11,51.1,5,2,Bertahan
5,33.2,5,1,Bertahan
14,48.9,6,1,Bertahan
30,42.1,9,1,Upgrade
9,43.1,8,0,Bertahan
26,48.6,8,1,Bertahan
26,18.7,6,0,Upgrade
11,45.8,11,2,Bertahan
18,48.3,4,1,Bertahan
26,47.6,8,0,Upgrade
12,40.7,6,4,Berhenti
13,67.8,6,1,Bertahan
10,37.9,11,1,Bertahan
7,49.5,3,2,Berhenti
10,70.9,10,1,Bertahan
6,43.4,9,3,Berhenti
15,49.3,4,1,Bertahan
9,43.1,13,0,Bertahan
16,69.7,7,1,Bertahan
4,39.8,11,0,Bertahan
17,70.7,6,1,Bertahan
20,42.9,9,1,Bertahan
1,27.8,5,0,Berhenti
17,58.6,6,0,Bertahan
23,38.9,7,1,Bertahan
6,57.4,5,0,Bertahan
26,5.0,11,1,Bertahan
17,45.1,6,0,Bertahan
10,35.8,9,0,Bertahan
14,23.7,10,3,Bertahan
18,33.9,9,0,Bertahan
15,33.5,11,0,Bertahan
18,44.0,10,3,Bertahan
8,17.7,8,0,Bertahan
16,51.3,15,1,Bertahan
5,72.3,3,3,Berhenti
14,50.6,8,1,Bertahan
8,61.2,7,1,Bertahan
9,66.9,6,0,Bertahan
23,69.7,4,1,Bertahan
22,82.4,8,2,Bertahan
19,35.0,9,0,Bertahan
7,30.6,3,0,Berhenti
12,60.7,7,2,Berhenti
23,59.2,7,0,Upgrade
15,60.5,9,0,Bertahan
30,82.8,10,2,Upgrade
17,45.2,8,3,Berhenti
16,53.5,9,1,Bertahan
12,25.4,5,1,Berhenti
15,87.7,4,1,Bertahan
13,38.3,11,1,Bertahan
19,38.8,6,2,Bertahan
21,38.1,7,0,Upgrade
9,32.1,5,2,Berhenti
5,30.4,6,0,Bertahan
2,34.5,10,0,Bertahan
18,17.7,2,1,Berhenti
7,29.3,7,1,Bertahan
1,84.0,14,0,Bertahan
17,59.7,3,0,Bertahan
30,63.5,11,1,Upgrade
14,68.5,5,2,Berhenti
20,81.7,8,0,Upgrade
15,9.6,5,0,Bertahan
14,20.4,10,1,Bertahan
21,28.9,10,1,Bertahan
12,35.6,12,1,Bertahan
16,39.0,6,1,Bertahan
17,36.1,7,1,Bertahan
10,49.4,11,0,Bertahan
21,45.7,4,2,Berhenti
13,30.5,9,1,Bertahan
9,5.0,12,1,Bertahan
18,25.1,11,0,Bertahan
8,34.0,10,1,Berhenti
15,40.1,5,2,Bertahan
14,22.4,5,4,Berhenti
22,35.2,9,1,Bertahan
18,22.4,11,2,Bertahan
14,42.5,10,1,Bertahan
20,23.5,10,1,Bertahan
24,28.0,11,1,Bertahan
18,18.8,6,0,Bertahan
15,41.9,7,1,Bertahan
5,27.7,9,0,Bertahan
7,63.1,3,2,Bertahan
12,53.1,10,0,Bertahan
10,43.6,3,1,Bertahan
13,29.1,8,0,Bertahan
15,52.6,5,4,Berhenti
18,58.8,13,1,Bertahan
14,47.9,15,2,Bertahan
18,77.1,7,1,Bertahan
15,54.2,5,1,Bertahan
1,63.3,10,0,Bertahan
8,47.7,7,0,Bertahan
13,58.5,6,1,Bertahan
6,29.1,6,1,Bertahan
19,35.8,6,0,Upgrade
25,52.0,11,0,Upgrade
23,51.8,9,1,Bertahan
13,55.2,14,3,Bertahan
25,67.0,14,2,Upgrade
16,16.5,9,0,Bertahan
12,25.5,4,0,Bertahan
10,49.6,10,0,Bertahan
12,30.5,8,0,Bertahan
12,112.6,9,0,Upgrade
16,55.3,10,0,Bertahan
16,43.4,9,2,Bertahan
15,34.7,12,1,Bertahan
18,35.4,4,1,Bertahan
23,45.6,16,0,Upgrade
21,47.2,3,1,Bertahan
4,35.9,3,1,Berhenti
1,39.5,11,1,Berhenti
21,71.9,3,2,Bertahan
5,72.7,10,1,Bertahan
13,50.0,8,4,Berhenti
6,18.2,7,0,Bertahan
2,55.8,12,1,Bertahan
18,76.1,5,3,Bertahan
20,72.4,7,2,Bertahan
10,59.7,7,0,Bertahan
1,73.4,12,2,Berhenti
11,46.1,8,1,Bertahan
17,57.6,17,4,Bertahan
4,31.4,9,0,Bertahan
16,50.8,9,0,Upgrade
14,71.6,9,0,Upgrade
19,33.2,7,0,Bertahan
15,27.8,5,1,Bertahan
8,46.9,6,0,Bertahan
23,40.5,8,1,Bertahan
13,58.0,11,1,Bertahan
14,35.9,7,1,Bertahan
8,79.4,14,2,Bertahan
11,19.2,10,1,Bertahan
8,70.1,9,1,Bertahan
13,29.7,9,0,Bertahan
26,9.1,10,0,Bertahan
5,49.8,6,0,Bertahan
3,39.9,9,2,Berhenti
25,22.8,10,1,Bertahan
13,11.4,3,1,Berhenti
10,44.8,12,0,Bertahan
22,64.5,8,2,Upgrade
10,56.7,9,1,Bertahan
27,46.1,12,2,Bertahan
19,54.6,12,0,Bertahan
11,44.5,4,0,Bertahan
30,16.4,5,1,Bertahan
10,16.6,5,0,Bertahan
20,40.9,8,0,Bertahan
17,41.8,12,0,Bertahan
24,62.0,4,0,Upgrade
25,60.1,7,1,Upgrade
15,57.1,6,2,Berhenti
9,39.4,9,1,Bertahan
18,17.4,5,1,Bertahan
10,53.2,11,0,Bertahan
29,55.5,6,0,Upgrade
15,5.0,11,2,Berhenti
12,28.3,3,4,Berhenti
16,31.2,6,2,Bertahan
5,47.4,7,2,Berhenti
8,28.9,7,0,Bertahan
23,44.2,9,1,Bertahan
10,40.8,8,2,Berhenti
7,41.8,10,1,Bertahan
18,30.7,4,1,Bertahan
23,32.2,5,0,Bertahan
20,23.4,4,0,Bertahan
21,52.6,4,0,Bertahan
9,56.4,7,0,Bertahan
5,29.6,6,2,Berhenti
25,75.4,7,2,Bertahan
12,38.7,8,1,Berhenti
13,75.6,12,1,Upgrade
24,32.2,9,2,Bertahan
18,5.0,2,1,Bertahan
18,53.0,6,0,Bertahan
30,50.0,10,2,Bertahan
10,45.7,12,4,Berhenti
21,32.2,4,0,Bertahan
15,44.3,6,3,Bertahan
16,34.8,10,2,Bertahan
25,39.0,9,2,Bertahan
18,61.8,5,3,Bertahan
18,48.7,9,0,Bertahan
22,57.2,8,0,Upgrade
12,40.4,10,1,Bertahan
9,38.2,3,1,Berhenti
7,21.9,7,1,Berhenti
1,37.6,7,0,Berhenti
29,5.0,7,3,Bertahan
7,33.2,14,2,Bertahan
13,43.4,7,1,Bertahan
13,56.3,7,0,Bertahan
17,39.6,8,3,Bertahan
20,52.0,5,0,Upgrade
21,5.0,7,2,Berhenti
10,43.9,12,4,Berhenti
13,11.4,4,2,Berhenti
16,20.8,4,4,Berhenti
13,41.3,10,0,Bertahan
26,70.5,5,2,Bertahan
18,52.4,5,0,Bertahan
20,45.4,9,1,Bertahan
19,44.6,10,2,Bertahan
23,30.7,8,1,Bertahan
16,34.1,9,0,Bertahan
5,53.5,8,1,Bertahan
17,17.3,5,1,Berhenti
10,56.9,6,0,Bertahan
11,37.2,18,0,Upgrade
19,61.5,9,0,Upgrade
23,64.2,7,1,Bertahan
15,11.5,6,0,Bertahan
17,33.4,10,0,Bertahan
26,27.9,11,2,Bertahan
16,8.7,4,0,Bertahan
30,24.3,8,1,Bertahan
18,93.8,14,0,Upgrade
2,57.2,9,1,Bertahan
20,83.3,6,0,Upgrade
17,61.6,4,0,Bertahan
24,30.2,8,0,Upgrade
19,37.4,6,0,Upgrade
14,56.8,8,4,Berhenti
6,53.8,3,0,Bertahan
13,33.5,3,0,Bertahan
9,14.8,5,1,Berhenti
10,110.8,10,0,Upgrade
19,42.2,5,1,Bertahan
26,38.5,6,0,Bertahan
17,47.3,13,0,Bertahan
6,40.1,4,0,Bertahan
18,47.5,8,2,Bertahan
23,70.7,11,2,Bertahan
10,42.5,13,0,Bertahan
14,21.7,12,0,Bertahan
15,41.8,14,0,Upgrade
9,35.7,8,1,Bertahan
19,73.5,6,0,Upgrade
14,68.4,9,2,Bertahan
17,47.2,8,2,Bertahan
8,19.4,9,1,Berhenti
11,20.5,3,2,Berhenti
20,45.3,10,0,Bertahan
12,51.7,4,0,Bertahan
27,37.5,7,1,Bertahan
12,35.4,8,0,Bertahan
16,33.1,2,2,Berhenti
21,44.5,5,0,Bertahan
5,5.0,11,0,Bertahan
2,23.0,7,2,Berhenti
4,32.5,6,3,Berhenti
23,69.2,5,2,Bertahan
11,28.7,7,1,Bertahan
30,48.6,10,0,Upgrade
11,49.5,14,0,Upgrade
16,71.0,10,1,Bertahan
25,70.3,9,2,Bertahan
29,43.8,8,1,Upgrade
29,35.5,8,3,Bertahan
23,31.7,10,0,Bertahan
22,40.2,8,1,Bertahan
19,36.3,6,1,Bertahan
20,56.1,11,1,Bertahan
11,53.4,14,3,Bertahan
9,56.8,8,1,Bertahan
14,70.2,10,0,Bertahan
13,82.3,10,2,Bertahan
11,47.5,10,2,Bertahan
19,67.0,13,0,Upgrade
21,38.0,9,1,Bertahan
15,68.7,10,1,Bertahan
25,66.2,9,3,Bertahan
7,65.2,4,0,Bertahan
13,46.9,8,0,Bertahan
9,31.6,4,0,Berhenti
1,17.1,10,2,Berhenti
14,44.2,5,1,Bertahan
14,75.7,4,0,Bertahan
25,38.8,10,3,Bertahan
19,60.7,12,3,Bertahan
7,61.9,6,1,Bertahan
27,39.3,8,3,Bertahan
23,71.3,6,1,Bertahan
19,5.0,12,4,Berhenti
13,20.5,4,3,Berhenti
8,26.7,12,2,Berhenti
12,28.6,4,1,Bertahan
22,51.7,13,1,Upgrade
28,50.8,4,3,Berhenti
25,52.9,12,2,Bertahan
11,56.9,3,1,Bertahan
7,26.0,8,0,Bertahan
15,20.6,10,1,Bertahan
2,52.9,10,2,Berhenti
17,32.4,11,1,Bertahan
13,13.6,6,1,Bertahan
11,64.4,7,2,Bertahan
3,72.9,8,1,Berhenti
18,76.1,6,0,Upgrade
11,48.7,6,1,Bertahan
6,57.5,11,3,Berhenti
1,72.4,9,2,Berhenti
14,32.2,9,3,Berhenti
27,67.2,5,2,Bertahan
26,50.5,6,1,Bertahan
11,63.3,7,1,Bertahan
10,48.7,11,0,Bertahan
18,70.9,6,3,Bertahan
8,49.5,6,1,Berhenti
17,15.3,12,1,Bertahan
20,74.0,3,0,Bertahan
23,26.0,7,0,Bertahan
14,70.1,7,1,Bertahan
13,43.2,8,0,Bertahan
8,68.5,7,0,Bertahan
9,67.7,7,1,Bertahan
13,53.6,5,2,Bertahan
17,55.2,8,2,Bertahan
21,53.5,8,1,Bertahan
9,5.0,8,2,Berhenti
25,47.4,7,4,Bertahan
13,22.7,6,0,Bertahan
14,48.4,9,4,Bertahan
9,22.1,6,0,Bertahan
1,21.3,8,1,Berhenti
21,77.1,11,1,Upgrade
20,66.4,7,1,Bertahan
13,44.9,10,2,Bertahan
15,48.7,12,0,Upgrade
18,40.0,8,1,Bertahan
4,56.4,12,3,Berhenti
11,31.5,12,2,Bertahan
20,64.9,11,2,Bertahan
6,39.9,9,2,Berhenti
17,36.6,8,0,Bertahan
5,45.4,6,0,Berhenti
18,33.2,3,0,Bertahan
14,51.6,3,0,Bertahan
3,34.3,6,2,Berhenti
23,54.4,2,2,Bertahan
9,69.3,3,1,Bertahan
9,30.6,14,0,Bertahan
16,42.4,7,1,Bertahan
23,54.2,9,1,Upgrade
7,36.3,7,4,Berhenti
15,54.3,6,0,Bertahan
18,56.1,11,3,Bertahan
19,66.7,4,1,Bertahan
16,32.9,8,0,Bertahan
12,26.1,5,2,Berhenti
9,38.8,12,0,Bertahan
15,25.6,9,0,Bertahan
7,56.3,1,3,Berhenti
1,21.8,6,0,Berhenti
18,91.7,12,2,Upgrade
21,70.9,8,0,Upgrade
1,45.3,10,0,Bertahan
7,62.3,9,0,Bertahan
19,12.3,12,0,Bertahan
29,95.5,12,2,Upgrade
15,33.2,10,2,Berhenti
9,42.6,5,1,Bertahan
13,7.9,7,1,Bertahan
24,54.7,11,1,Bertahan
10,22.9,7,2,Berhenti
9,47.0,11,1,Bertahan
11,34.1,7,1,Berhenti
8,23.4,7,2,Berhenti
15,28.9,7,0,Bertahan
26,49.5,8,0,Upgrade
17,19.4,10,0,Bertahan
13,30.0,2,1,Berhenti
12,58.3,7,2,Bertahan
4,97.0,9,0,Upgrade
21,54.6,6,0,Upgrade
14,26.7,9,3,Berhenti
13,37.7,5,1,Bertahan
30,45.6,7,1,Bertahan
17,38.0,5,2,Bertahan
9,63.1,7,3,Berhenti
12,49.3,8,0,Bertahan
23,63.2,11,0,Upgrade
15,38.7,8,2,Bertahan
4,71.5,8,0,Bertahan
21,41.7,4,1,Bertahan
10,25.6,9,0,Bertahan
28,88.5,6,0,Upgrade
22,8.5,9,0,Bertahan
11,30.2,10,1,Bertahan
23,32.5,6,0,Bertahan
15,95.2,4,0,Bertahan
20,81.1,8,0,Upgrade
18,74.9,4,1,Bertahan
9,38.4,14,2,Berhenti
10,93.5,6,1,Bertahan
22,52.4,7,1,Bertahan
12,64.5,3,1,Bertahan
12,48.6,7,1,Bertahan
8,44.0,10,1,Berhenti
17,40.0,9,1,Bertahan
29,40.8,7,1,Upgrade
7,57.2,8,0,Bertahan
15,52.3,7,0,Bertahan
24,44.4,3,1,Bertahan
14,75.2,3,2,Berhenti
18,5.0,12,0,Bertahan
7,55.2,4,1,Berhenti
17,59.4,10,1,Bertahan
13,67.9,3,2,Berhenti
21,43.7,9,1,Bertahan
23,49.2,12,0,Upgrade
30,64.7,7,0,Upgrade
19,74.8,7,2,Bertahan
17,39.0,7,2,Bertahan
16,50.3,17,0,Upgrade
12,78.6,6,1,Bertahan
17,5.0,6,2,Berhenti
12,31.2,11,0,Bertahan
16,74.3,6,0,Bertahan
24,66.9,8,2,Bertahan
7,55.4,10,2,Berhenti
22,36.0,11,0,Upgrade
24,27.4,7,3,Bertahan
14,33.2,10,1,Bertahan
1,76.0,7,1,Bertahan
10,32.4,4,2,Berhenti
24,47.0,9,0,Upgrade
14,29.9,11,0,Bertahan
8,61.9,9,0,Bertahan
11,34.2,9,2,Berhenti
20,43.0,4,1,Bertahan
18,11.3,2,0,Berhenti
13,12.7,9,0,Bertahan
12,45.2,12,2,Bertahan
12,18.5,9,0,Bertahan
8,87.1,6,0,Bertahan
26,5.0,8,2,Bertahan
12,29.0,9,0,Bertahan
23,45.3,7,3,Berhenti
25,37.7,14,2,Bertahan
21,22.9,6,1,Bertahan
11,25.8,15,0,Bertahan
17,25.2,10,0,Bertahan
14,39.3,10,2,Bertahan
8,84.0,9,0,Upgrade
17,46.6,7,0,Bertahan
6,68.7,11,0,Upgrade
23,55.1,7,0,Upgrade
11,67.3,12,0,Bertahan
16,5.0,13,0,Bertahan
16,38.9,3,0,Bertahan
13,71.1,7,1,Bertahan
19,33.6,10,0,Bertahan
11,80.2,7,0,Bertahan
21,74.7,7,2,Bertahan
5,35.6,16,1,Bertahan
15,34.9,8,0,Bertahan
28,24.7,9,1,Bertahan
7,32.4,9,0,Bertahan
10,20.3,13,1,Bertahan
18,53.6,8,1,Bertahan
16,15.9,4,1,Bertahan
17,57.1,7,2,Bertahan
18,57.6,9,0,Bertahan
19,11.8,8,1,Bertahan
22,76.0,6,3,Bertahan
17,55.3,3,0,Bertahan
13,60.0,9,0,Bertahan
19,29.8,6,3,Berhenti
28,57.4,6,2,Bertahan
14,67.5,8,2,Bertahan
8,43.0,2,1,Bertahan
22,85.0,7,3,Bertahan
14,45.9,3,1,Bertahan
1,67.8,8,0,Bertahan
20,50.9,5,0,Bertahan
11,56.7,7,1,Bertahan
14,11.6,9,2,Berhenti
17,52.4,9,2,Bertahan
16,30.3,12,1,Bertahan
19,28.1,8,3,Berhenti
11,79.9,5,1,Bertahan
18,40.7,11,1,Bertahan
13,24.9,7,0,Bertahan
20,37.8,5,3,Berhenti
19,19.0,10,3,Berhenti
8,73.7,6,3,Bertahan
22,31.1,3,0,Bertahan
11,55.6,7,1,Bertahan
